stock,date,return prediction,return realization,volatility prediction,volatility realization
BKR,2019-10-31 17:45:00,0.6877122579382018,2.1993448759943792,0.8634593472808483,0.20556358179352646
AG,2019-11-06 17:35:00,1.3609933377300314,-4.813359528487232,0.8373485664646265,0.4659208766207803
AG,2019-10-30 12:05:00,0.6656492584337289,0.0,0.8383359322179204,1.3031265374163337
AG,2019-10-30 11:55:00,0.8196577250732752,0.19267822736030416,0.9073943349162129,1.2966516393144416
ARGX,2019-10-31 10:45:00,0.32589455881397816,3.7971542025148937,0.8466726844387777,0.9965618928158972
ACHC,2019-10-29 17:50:00,0.5443297523706855,-1.4643670680117127,0.839900422743097,0.9543857981818782
AG,2019-11-19 23:35:00,0.719027441624155,1.3850415512465406,0.9344579965747649,0.9316863491036408
AG,2019-11-20 10:45:00,0.5127152665102497,0.5540166204986195,0.9307818531008247,1.191940871153846
AG,2019-11-19 15:45:00,1.5851037257362592,1.2939001848428888,0.922506294541648,0.9211147585884117
AG,2019-11-21 15:45:00,0.6248280361621643,0.0,1.0022548883662834,0.4933835931166414
AG,2019-11-19 06:55:00,0.7991900468660129,-0.09225092250922312,0.9214710108986306,1.5208641406053147
RTTR,2019-11-18 13:30:00,0.6710831150302768,-1.006711409395971,0.8731831982956731,0.45698591800298355
AG,2019-11-07 09:20:00,0.5780612218243165,-4.813359528487232,0.904402628055549,0.5305923813301393
